撟????????????迂,?孵?,??,鈭辣?潛?,"鈭斗銝剖?
?亦?","CCTV
????曉","CMS
?澆?鞈?","鈭斗銝剖?
?撌亙?畾?,鈭???",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,8,7,9,31,??1????33.9,09:31,,,,,,,,09:37,6,A3,0,0,,,1,,,,,,"??3蝝?8/07,09:31????33.9K(蝯)1撠+1憭扯疏頠蕭???其葉2蝺??????∩犖??1?祇?09:37?頠??圾銝?靘?:1??,,,,,,,2.0,撠摰?憭扯疏頠?,,,,,,,,,,1
2023,6,16,19,30,??1????33.9,19:30,,,,,,,,19:38,8,A3,0.0,0.0,,,,1.0,,,,,??3蝝?6/16",19:30????33.9K(蝯)2撠餈賣?雿銝剔?頠?鈭?,?∩犖??∪???9:38?,靘?:1??,,,,,,,2,撠摰?撠摰?,,,,,,,,,,1,,,,,
2023,2,27,7,57,??1????33.9,07:57,,,,,,,,08:09,12,A3,0,0,,,,,,1,,,"??2蝝?2/27,07:57????33.9K(蝯)雿憭?1憭批恥+1撠恥頠蕭?????∩犖?瑚滿,?∪???08:09?,靘?:1??,,,,,,,2.0,憭批恥頠?撠摰?,,,,,,,,,,1
2023,3,29,9,20,??1????33.9,9:20,,,,,,,,9:30,10,A3,0.0,0.0,,1.0,,,,,,,??3蝝?3/29",09:20????33.9K(蝯)撠疏頠??芸?餈賣?,雿?抒?,?∩犖?,?2K,09:30?,靘?:1??,,,,,,,2,撠疏頠?撠摰?,,,,,,,,,,1,,
2023,6,16,19,30,??1????33.9,19:30,,,,,,,,19:38,8,A3,0,0,,,,1,,,,,"??3蝝?6/16,19:30????33.9K(蝯)2撠餈賣?雿銝剔?頠?鈭?,?∩犖??∪???9:38?,靘?:1??,,,,,,,2.0,撠摰?撠摰?,,,,,,,,,,1
2023,6,16,19,30,??1????33.9,19:30,,,,,,,,19:38,8,A3,0.0,0.0,,,,1.0,,,,,??3蝝?6/16",19:30????33.9K(蝯)2撠餈賣?雿銝剔?頠?鈭?,?∩犖??∪???9:38?,靘?:1??,,,,,,,2,撠摰?撠摰?,,,,,,,,,,1,,,,,
2023,6,16,19,30,??1????33.9,19:30,,,,,,,,19:38,8,A3,0,0,,,,1,,,,,"??3蝝?6/16,19:30????33.9K(蝯)2撠餈賣?雿銝剔?頠?鈭?,?∩犖??∪???9:38?,靘?:1??,,,,,,,2.0,撠摰?撠摰?,,,,,,,,,,1
2023,2,27,7,57,??1????33.9,7:57,,,,,,,,8:09,12,A3,0.0,0.0,,,,,,1.0,,,??2蝝?2/27",07:57????33.9K(蝯)雿憭?1憭批恥+1撠恥頠蕭?????∩犖?瑚滿,?∪???08:09?,靘?:1??,,,,,,,2,憭批恥頠?撠摰?,,,,,,,,,,1,,,,,
2023,6,16,19,30,??1????33.9,19:30,,,,,,,,19:38,8,A3,0,0,,,,1,,,,,"??3蝝?6/16,19:30????33.9K(蝯)2撠餈賣?雿銝剔?頠?鈭?,?∩犖??∪???9:38?,靘?:1??,,,,,,,2.0,撠摰?撠摰?,,,,,,,,,,1
2023,2,27,7,57,??1????33.9,7:57,,,,,,,,8:09,12,A3,0.0,0.0,,,,,,1.0,,,??2蝝?2/27",07:57????33.9K(蝯)雿憭?1憭批恥+1撠恥頠蕭?????∩犖?瑚滿,?∪???08:09?,靘?:1??,,,,,,,2,憭批恥頠?撠摰?,,,,,,,,,,1,,,,,
2023,3,20,6,29,??1????33.9,06:29,,,,,,,,06:33,4,A3,0,0,,,,,,1,,,"??3蝝?3/20,06:29????33.9K(蝯)1撠恥+1憭扯疏餈賣?鈭?,雿憭?,?∩犖?瑚滿,?∪???06:33?,靘?1??,,,,,,,2.0,撠摰?憭扯疏頠?,,,,,,,,,,1
2023,6,4,18,14,??1????34.0,18:14,,,,,,,,18:36,22,A3,0.0,0.0,,,,,1.0,,,,??3蝝?6/04",18:14????34K(蝯)4撠恥餈賣?雿銝剔?鈭?,?∩犖?瑚滿,?3.5k,18:36?,靘?1??,,,,,,,4,撠摰?撠摰?撠摰?撠摰?,,,,,,,,1,,,,,
2023,3,22,14,29,??1????34.0,14:29,,,,,,,,14:31,2,A3,0,0,,,,,,1,,,"??3蝝?3/22,14:29????34K(蝯)雿憭?1憭扯疏+1撠恥頠蕭?????∩犖?瑚滿,?∪???14:31?,靘?????,,,,,,,2.0,憭扯疏頠?撠摰?,,,,,,,,,,1
2023,7,18,18,11,??1????34.0,18:11,,,,,,,,18:23,12,A3,0.0,0.0,,,,,,1.0,,,??3蝝?7/18",18:11????34K(蝯)3撠?餈賣?雿憭?鈭?,?∩犖?,?2K,18:23?,靘?:1??,,,,,,,3,撠摰?撠摰?撠摰?,,,,,,,,,1,,,,
2023,9,25,8,23,??1????34.0,08:23,,,,,,,,08:42,19,A3,0,0,,,,,1,,,,"??3蝝?9/25,08:23????34K(蝯)1撠恥+1撠疏餈賣?雿銝剖?蝺????∩犖?,?1k,08:42?,靘???鈭箏",,,,,,,2,撠疏頠?,撠摰?,,,,,,,,,,1,,,,,,,
2023,7,18,18,11,??1????34.0,18:11,,,,,,,,18:23,12,A3,0,0,,,,,,1,,,"??3蝝?7/18,18:11????34K(蝯)3撠?餈賣?雿憭?鈭?,?∩犖?,?2K,18:23?,靘?:1??,,,,,,,3.0,撠摰?撠摰?撠摰?,,,,,,,,,1
2023,6,4,18,14,??1????34.0,18:14,,,,,,,,18:36,22,A3,0.0,0.0,,,,,1.0,,,,??3蝝?6/04",18:14????34K(蝯)4撠恥餈賣?雿銝剔?鈭?,?∩犖?瑚滿,?3.5k,18:36?,靘?1??,,,,,,,4,撠摰?撠摰?撠摰?撠摰?,,,,,,,,1,,,,,
2023,6,4,18,14,??1????34.0,18:14,,,,,,,,18:36,22,A3,0,0,,,,,1,,,,"??3蝝?6/04,18:14????34K(蝯)4撠恥餈賣?雿銝剔?鈭?,?∩犖?瑚滿,?3.5k,18:36?,靘?1??,,,,,,,4.0,撠摰?撠摰?撠摰?撠摰?,,,,,,,,1
2023,9,30,15,57,??1????34.0,15:57,,,,,,,,15:59,2,A3,0.0,0.0,,,,,,,,1.0,??3蝝?9/30",15:57????擃撅?亙(蝯)2撠恥頠蕭?????∩犖?瑚滿,?∪???15:59?,靘?????,,,,,,,2,撠摰?撠摰?,,,,,,,,,,1,,,,,
2023,10,6,14,17,??1????34.2,14:17,,,,,,,,14:21,4,A3,0,0,,,,,,1,,,"??3蝝?0/06,14:17????34.2K(蝯)撠疏頠??芸?餈賣?雿憭?鈭?,?∩犖?,?1K,14:21?,靘?:1??,,,,,,,2.0,撠摰?撠疏頠?,,,,,,,,,,1
2023,1,20,16,41,??1????34.2,16:41,,,,,,,,17:06,25,A3,0.0,0.0,,,,,1.0,,,,??3蝝?1/20",16:41????34.2K(蝯)2撠餈賣?雿銝剖?蝺??????∩犖??3?祇?17:06?頠??圾銝?靘?:1??,,,,,,,2,撠摰?,撠摰?,,,,,,,,,,1,,,,,,
2023,6,1,14,16,??1????34.3,14:16,,,,,,,,14:20,4,A3,0,0,,,,,,1,,,"??3蝝?6/01,14:16????34.3K(蝯)憭扯疏頠??芸?餈賣?雿憭?鈭?,?∩犖?,?∪??? 14:20?,靘?:1??,,,,,,,2.0,憭扯疏頠?撠摰?,,,,,,,,,,1
2023,6,1,14,16,??1????34.3,14:16,,,,,,,,14:20,4,A3,0.0,0.0,,,,,,1.0,,,??3蝝?6/01",14:16????34.3K(蝯)憭扯疏頠??芸?餈賣?雿憭?鈭?,?∩犖?,?∪???14:20?,靘?:1??,,,,,,,2,憭扯疏頠?撠摰?,,,,,,,,,,1,,,,
2023,6,1,14,16,??1????34.3,14:16,,,,,,,,14:20,4,A3,0,0,,,,,,1,,,"??3蝝?6/01,14:16????34.3K(蝯)憭扯疏頠??芸?餈賣?雿憭?鈭?,?∩犖?,?∪???14:20?,靘?:1??,,,,,,,2.0,憭扯疏頠?撠摰?,,,,,,,,,,1
2023,9,8,14,22,??1????34.3,14:22,,,,,,,,14:39,17,A3,0.0,0.0,,,,,1.0,,,,??3蝝?9/08",14:22????34.3K(蝯)1撠恥+1撠疏餈賣?雿銝剖?蝺????∩犖?,?3k,14:39?,靘?1??,,,,,,,2,撠摰?,撠疏頠?,,,,,,,,,,1,,,
2023,8,6,22,11,??1????34.3,22:11,,,,,,,,22:14,3,A3,0,0,,,,,,1,,,"??3蝝?8/06,22:11????34.3K(蝯)2撠?餈賣?雿憭?鈭?,?∩犖?,?∪???22:14?,靘?:1??,,,,,,,2.0,撠摰?撠摰?,,,,,,,,,,1
2023,8,6,22,11,??1????34.3,22:11,,,,,,,,22:14,3,A3,0.0,0.0,,,,,,1.0,,,??3蝝?8/06",22:11????34.3K(蝯)2撠?餈賣?雿憭?鈭?,?∩犖?,?∪???22:14?,靘?:1??,,,,,,,2,撠摰?撠摰?,,,,,,,,,,1,,,,
2023,6,1,14,16,??1????34.3,14:16,,,,,,,,14:20,4,A3,0,0,,,,,,1,,,"??3蝝?6/01,14:16????34.3K(蝯)憭扯疏頠??芸?餈賣?雿憭?鈭?,?∩犖?,?∪??? 14:20?,靘?:1??,,,,,,,2.0,憭扯疏頠?撠摰?,,,,,,,,,,1
2023,6,1,14,16,??1????34.3,14:16,,,,,,,,14:20,4,A3,0.0,0.0,,,,,,1.0,,,??3蝝?6/01",14:16????34.3K(蝯)憭扯疏頠??芸?餈賣?雿憭?鈭?,?∩犖?,?∪??? 14:20?,靘?:1??,,,,,,,2,憭扯疏頠?撠摰?,,,,,,,,,,1,,,,
2023,4,29,12,32,??1????34.3,12:32,,,,,,,,12:44,12,A3,0,0,,,,,,1,,,"??3蝝?4/29,12:32????34.3K(蝯)憭扯疏頠??芸?餈賣?雿憭?鈭?,?∩犖?,?∪???12:44?,靘?:1??,,,,,,,2.0,憭扯疏頠?撠摰?,,,,,,,,,,1
2023,8,5,11,36,??1????34.5,11:36,,,,,,,,11:48,12,A3,0.0,0.0,,,1.0,,,,,,??3蝝?8/05",11:36????34.5K(蝯)雿銝剖蝺?撠疏+1撠恥頠蕭?????∩犖?瑚滿,?3K,11:48?,靘?????,,,,,,,2,"撠摰?
",撠疏頠?,,,,,,,,,,1,,,
2023,3,17,15,25,??1????34.5,15:25,,,,,,,,15:38,13,A3,0,0,,,,,1,,,,"??3蝝?3/17,15:25????34.5K(蝯)2撠餈賣?鈭?,雿銝剖?蝺??∩犖?瑚滿,?3k,15:38?,靘?1??,,,,,,,2.0,撠摰?撠摰?,,,,,,,,,,1
2023,9,25,8,24,??1????34.5,8:24,,,,,,,,8:41,17,A3,0.0,0.0,,,,1.0,,,,,??3蝝?9/25",08:24????34.5K(蝯)1撠恥+1憭扯疏餈賣?雿銝剔?鈭?,?∩犖?,?1k,08:41?,"靘???鈭箏""",,,,,,,2,憭扯疏頠?,撠摰?,,,,,,,,,,1,,
2023,6,17,16,27,??1????34.5,16:27,,,,,,,,16:34,7,A3,0,0,,,,,,1,,,"??3蝝?6/17,16:27????34.5K(蝯)1撠疏頠?1?芸?餈賣?雿憭?鈭?,?∩犖?,?1K,16:34?,靘?:1",,,,,,,2,撠疏頠?撠摰?,,,,,,,,,,1,,,,,,,,
2023,10,11,18,25,??1????34.5,18:25,,,,,,,,18:31,6,A3,0,0,,,,,,1,,,"??3蝝?0/11,18:25????34.5K(蝯)1撠恥+1撠疏餈賣?雿憭?鈭?,?∩犖?,?1k,18:31?,靘?1??,,,,,,,2.0,撠疏頠?""",撠摰?,,,,,,,,,,1,,,,,,,,,,,,,,,
2023,6,2,20,16,??1????34.5,20:16,,,,,,,,20:23,7,A3,0,0,,,,,1,,,,"??3蝝?6/02,20:16????34.5K(蝯)2撠?餈賣?雿銝剖?蝺????∩犖?,?1K, 20:23?,靘?:1??,,,,,,,2.0,撠摰?撠摰?,,,,,,,,,,1
2023,6,29,16,21,??1????34.5,16:21,,,,,,,,16:30,9,A3,0.0,0.0,,,,,1.0,,,,??3蝝?6/29",16:21????34.5K(蝯)3撠恥餈賣?雿銝剖?蝺????∩犖?瑚滿,?1.5k,16:30?,靘?1??,,,,,,,3,撠摰?,撠摰?,撠摰?,,,,,,,,,1,,,
2023,6,2,20,16,??1????34.5,20:16,,,,,,,,20:23,7,A3,0,0,,,,,1,,,,"??3蝝?6/02,20:16????34.5K(蝯)2撠?餈賣?雿銝剖?蝺????∩犖?,?1K,20:23?,靘?:1??,,,,,,,2.0,撠摰?撠摰?,,,,,,,,,,1
2023,6,2,20,16,??1????34.5,20:16,,,,,,,,20:23,7,A3,0.0,0.0,,,,,1.0,,,,??3蝝?6/02",20:16????34.5K(蝯)2撠?餈賣?雿銝剖?蝺????∩犖?,?1K,20:23?,靘?:1??,,,,,,,2,撠摰?撠摰?,,,,,,,,,,1,,,,
2023,9,24,9,58,??1????34.5,09:58,,,,,,,,10:00,2,A3,0,0,,,,,1,,,,"??3蝝?9/24,09:58????34.5K(蝯)2撠恥餈賣?雿銝剖?蝺????∩犖?,?∪???10:00?,靘?1??,,,,,,,2.0,撠摰?""",撠摰?,,,,,,,,,,1,,,,,,,,,,,,,,,
2023,6,26,9,31,??1????34.5,09:31,,,,,,,,09:42,11,A3,0,0,,,,,1,,,,"??3蝝?6/26,09:31????34.5K(蝯)雿銝剖?蝺?撠恥頠蕭?????∩犖?瑚滿,?∪???09:42?,靘?????,,,,,,,3.0,撠摰?""",撠摰?,撠摰?,,,,,,,,,1,,,,,,,,,,,,,,,
2023,3,1,8,14,??1????34.5,08:14,,,,,,,,08:19,5,A3,0,0,,,,,1,,,,"??3蝝?3/01,08:14????34.5K(蝯)2撠恥+1憭扯疏餈賣?鈭?雿銝剖?蝺??∩犖?瑚滿,?1k,08:19?,靘?1??,,,,,,,2.0,憭扯疏頠?撠摰?,,,,,,,,,,1
2023,9,8,20,18,??1????34.5,20:18,,,,,,,,20:21,3,A3,0.0,0.0,,,,,1.0,,,,??3蝝?9/08",20:18????34.5K(蝯)雿銝剖?蝺?撠恥頠蕭?????∩犖?瑚滿,?∪???20:21?,靘?????,,,,,,,2,撠摰?撠摰?,,,,,,,,,,1,,,,,
2023,1,8,15,33,??1????34.5,15:33,,,,,,,,15:39,6,A3,0,0,,1,,,,,,,"??3蝝?1/08,15:33????34.5K(蝯)2撠?餈賣?,雿?抒?,?∩犖?,?∪??? 15:39?,靘?:1??,,,,,,,2.0,撠摰?撠摰?,,,,,,,,,,1
2023,1,12,10,14,??1????34.5,10:14,,,,,,,,10:17,3,A3,0.0,0.0,,,,1.0,,,,,??2蝝?1/12",10:14????34.5K(蝯)銝剔?1撠恥+1憭批恥頠蕭?????∪鈭??2K,10:17?,"靘?CCTV""",,,,,,,2,撠摰?憭批恥頠?,,,,,,,,,,1,,,,,
2023,6,2,20,16,??1????34.5,20:16,,,,,,,,20:23,7,A3,0,0,,,,,1,,,,"??3蝝?6/02,20:16????34.5K(蝯)2撠?餈賣?雿銝剖?蝺????∩犖?,?1K, 20:23?,靘?:1??,,,,,,,2.0,撠摰?撠摰?,,,,,,,,,,1
2023,1,31,7,48,??1????34.5,7:48,,,,,,,,7:55,7,A3,0.0,0.0,,,,,1.0,,,,??3蝝?1/31",07:48????34.5K(蝯)2撠?餈賣?,雿銝剖?蝺??∩犖?,?1K, 07:55?,靘?:1??,,,,,,,2,撠摰?撠摰?,,,,,,,,,,1,,,
2023,3,14,18,26,??1????34.5,18:26,,,,,,,,18:32,6,A3,0,0,,,,,,1,,,"??3蝝?3/14,18:26????34.5K(蝯)雿憭?2撠恥頠蕭?????∩犖?瑚滿,?∪???18:32?,靘?????,,,,,,,2.0,撠摰?撠摰?,,,,,,,,,,1
2023,9,28,15,59,??1????34.5,15:59,,,,,,,,16:11,12,A3,0.0,0.0,,,,,,1.0,,,??3蝝?9/28",15:59????34.5K(蝯)2撠?餈賣?雿憭?鈭?,?∩犖?,?1K,16:11?,"靘?:CCTV""",,,,,,,2,撠摰?,撠摰?,,,,,,,,,,1,,
2023,6,2,20,16,??1????34.5,20:16,,,,,,,,20:23,7,A3,0,0,,,,,1,,,,"??3蝝?6/02,20:16????34.5K(蝯)2撠?餈賣?雿銝剖?蝺????∩犖?,?1K, 20:23?,靘?:1??,,,,,,,2.0,撠摰?撠摰?,,,,,,,,,,1
2023,8,5,11,36,??1????34.5,11:36,,,,,,,,11:48,12,A3,0.0,0.0,,,1.0,,,,,,??3蝝?8/05",11:36????34.5K(蝯)雿銝剖蝺?撠疏+1撠恥頠蕭?????∩犖?瑚滿,?3K,11:48?,靘?????,,,,,,,2,撠摰?,撠疏頠?,,,,,,,,,,1,,,
2023,3,16,11,8,??1????34.5,11:08,,,,,,,,11:13,5,A3,0,0,,,,1,,,,,"??3蝝?3/16,11:08????34.5K(蝯)2撠疏頠蕭???其葉蝺??????∩犖??1?祇?11:13?頠??圾銝?靘?:1??,,,,,,,2.0,撠疏頠?撠疏頠?,,,,,,,,,,1
2023,10,15,18,21,??1????34.5,18:21,,,,,,,,18:35,14,A3,0.0,0.0,,,,,1.0,,,,??3蝝?0/15",18:21????34.5K(蝯)3撠?餈賣?雿銝剖?蝺????∩犖?,?2K,18:35?,靘?:1??,,,,,,,3,撠摰?,撠摰?,撠摰?,,,,,,,,,1,,,
2023,6,17,16,27,??1????34.5,16:27,,,,,,,,16:34,7,A3,0,0,,,,,,1,,,"??3蝝?6/17,16:27????34.5K(蝯)1撠疏頠?1?芸?餈賣?雿憭?鈭?,?∩犖?,?1K,16:34?,靘?:1",,,,,,,2,撠疏頠?撠摰?,,,,,,,,,,1,,,,,,,,
2023,6,29,16,21,??1????34.5,16:21,,,,,,,,16:30,9,A3,0,0,,,,,1,,,,"??3蝝?6/29,16:21????34.5K(蝯)3撠恥餈賣?雿銝剖?蝺????∩犖?瑚滿,?1.5k,16:30?,靘?1??,,,,,,,3.0,撠摰?""",撠摰?,撠摰?,,,,,,,,,1,,,,,,,,,,,,,,,
2023,3,5,21,18,??1????34.5,21:18,,,,,,,,21:22,4,A3,0,0,,,,,1,,,,"??3蝝?3/05,21:18????34.5K(蝯)2撠餈賣?雿銝剖?蝺??????∩犖??1?祇?21:22?頠??圾銝?靘?:1??,,,,,,,2.0,撠摰?""",撠摰?,,,,,,,,,,1,,,,,,,,,,,,,,,
2023,7,15,8,1,??1????34.5,08:01,,,,,,,,08:06,5,A3,0,0,,,,,,1,,,"??2蝝?7/15,08:01????34.5K(蝯)1撠恥+1憭批恥餈賣?雿憭?鈭?,?∩犖?瑚滿,?∪???08:06?,靘?1??,,,,,,,2.0,憭批恥頠?撠摰?,,,,,,,,,,1
2023,3,28,7,24,??1????34.5,7:24,,,,,,,,7:41,17,A3,0.0,0.0,,,,,1.0,1.0,,,??3蝝?3/28",07:24????34.5K(蝯)憭扯疏頠?2?芸?餈賣?,雿憭?蝺??∩犖?,?1K,07:41?,靘?:1??,,,,,,,3,憭扯疏頠?撠摰?撠摰?,,,,,,,,,1,,,,
2023,6,26,9,31,??1????34.5,09:31,,,,,,,,09:42,11,A3,0,0,,,,,1,,,,"??3蝝?6/26,09:31????34.5K(蝯)雿銝剖?蝺?撠恥頠蕭?????∩犖?瑚滿,?∪???09:42?,靘?????,,,,,,,3.0,撠摰?""",撠摰?,撠摰?,,,,,,,,,1,,,,,,,,,,,,,,,
2023,7,15,8,1,??1????34.5,08:01,,,,,,,,08:06,5,A3,0,0,,,,,,1,,,"??2蝝?7/15,08:01????34.5K(蝯)1撠恥+1憭批恥餈賣?雿憭?鈭?,?∩犖?瑚滿,?∪???08:06?,靘?1??,,,,,,,2.0,憭批恥頠?撠摰?,,,,,,,,,,1
2023,2,6,11,1,??1????34.6,11:01,,,,,,,,11:11,10,A3,0.0,0.0,,,,,1.0,1.0,,,??3蝝?2/06",11:01????34.6K(蝯)1閮?頠?1撠疏頠蕭???典?2蝺??????∩犖??2?祇?11:11?頠??圾銝?靘?:1??,,,,,,,2,閮?頠?撠疏頠?,,,,,,,,,,1,,,,,,,
2023,2,12,20,27,??1????34.6,20:27,,,,,,,,20:31,4,A3,0,0,,,,,1,,,,"??3蝝?2/12,20:27????34.6K(蝯)雿銝剖?蝺?撠恥頠蕭?????∩犖?瑚滿,?2K,20:31?,靘?????,,,,,,,2.0,撠摰?撠摰?,,,,,,,,,,1
2023,5,27,9,40,??1????34.6,9:40,,,,,,,,9:51,11,A3,0.0,0.0,,,,,1.0,,,,??3蝝?5/27",09:40????34.6K(蝯)1撠+1閮?頠蕭???其葉憭?頠?鈭?,?∩犖??∪???9:51?,靘?:1??,,,,,,,2,撠摰?閮?頠?,,,,,,,,,,1,,,,,
2023,8,26,20,42,??1????34.6,20:42,,,,,,,,20:45,3,A3,0,0,,,,,,1,,,"??3蝝?8/26,20:42????34.6K(蝯)2撠恥餈賣?雿憭?鈭?,?∩犖?瑚滿,?∪???20:45?,靘???鈭箏",,,,,,,2,撠摰?撠摰?,,,,,,,,,,1,,,,,,,,
2023,6,23,9,52,??1????34.6,09:52,,,,,,,,09:54,2,A3,0,0,,,,,1,,,,"??3蝝?6/23,09:52????34.6K(蝯)雿銝剖?蝺?撠恥頠蕭?????∩犖?瑚滿,?∪???09:54?,靘?????,,,,,,,2.0,撠摰?撠摰?,,,,,,,,,,1
2023,9,1,6,57,??1????34.6,6:57,,,,,,,,7:07,10,A3,0.0,0.0,,,,,1.0,,,,??3蝝?9/01",06:57????34.6K(蝯)雿銝剖?蝺?撠恥頠蕭?????∩犖?瑚滿,?1k,07:07?,靘?????,,,,,,,2,撠摰?撠摰?,,,,,,,,,,1,,,,
2023,5,16,7,8,??1????34.6,07:08,,,,,,,,07:18,10,A3,0,0,,,,,1,,,,"??3蝝?5/16,07:08????34.6K(蝯)3撠?餈賣?雿l銝剖?蝺????∩犖?,?2K,07:18?,靘?:CCTV",,,,,,,3,撠摰?撠摰?撠摰?,,,,,,,,,1,,,,,,,,,
2023,6,18,16,47,??1????34.6,16:47,,,,,,,,16:58,11,A3,0,0,,,,,1,1,,,"??3蝝?6/18,16:47????34.6K(蝯)雿憭?蝺?憭扯疏+2撠恥頠蕭?????∩犖?瑚滿,?1K,16:58?,靘?????,,,,,,,3.0,撠摰?撠摰?憭扯疏頠?,,,,,,,,,1
2023,6,19,8,31,??1????34.6,8:31,,,,,,,,8:41,10,A3,0.0,0.0,,1.0,,,,,,,??3蝝?6/19",08:31????34.6K(蝯)2撠餈賣?雿?抒?頠?鈭?,"?∩犖??1?祇?08:41?頠??圾銝?靘???鈭箏""",,,,,,,2,撠摰?撠摰?,,,,,,,,,,1,,,,,,
2023,6,11,16,44,??1????34.6,16:44,,,,,,,,16:57,13,A3,0,0,,,,,1,,,,"??2蝝?6/11,16:44????34.6K(蝯)雿銝剖?蝺?撠恥頠蕭?????∩犖?瑚滿,?2K,16:57?,靘?????,,,,,,,5.0,撠摰?撠摰?撠摰?撠摰?撠摰?,,,,,,,1
2023,6,23,9,52,??1????34.6,9:52,,,,,,,,9:54,2,A3,0.0,0.0,,,,,1.0,,,,??3蝝?6/23",09:52????34.6K(蝯)雿銝剖?蝺?撠恥頠蕭?????∩犖?瑚滿,?∪???09:54?,靘?????,,,,,,,2,撠摰?撠摰?,,,,,,,,,,1,,,,,
2023,6,18,16,47,??1????34.6,16:47,,,,,,,,16:58,11,A3,0,0,,,,,1,1,,,"??3蝝?6/18,16:47????34.6K(蝯)雿憭?蝺?憭扯疏+2撠恥頠蕭?????∩犖?瑚滿,?1K,16:58?,靘?????,,,,,,,3.0,撠摰?撠摰?憭扯疏頠?,,,,,,,,,1
2023,6,19,11,39,??1????34.6,11:39,,,,,,,,11:50,11,A3,0.0,0.0,,,1.0,,,,,,??3蝝?6/19",11:39????34.6K(蝯)2撠餈賣?雿銝剖蝺??????∩犖??2?祇?11:50?頠??圾銝?靘?:1??,,,,,,,2,撠摰?撠摰?,,,,,,,,,,1,,,,,,,
2023,6,23,9,52,??1????34.6,09:52,,,,,,,,09:54,2,A3,0,0,,,,,1,,,,"??3蝝?6/23,09:52????34.6K(蝯)雿銝剖?蝺?撠恥頠蕭?????∩犖?瑚滿,?∪???09:54?,靘?????,,,,,,,2.0,撠摰?撠摰?,,,,,,,,,,1
2023,3,25,11,31,??1????34.6,11:31,,,,,,,,11:49,18,A3,0.0,0.0,,1.0,,,,,,,??3蝝?3/25",11:31????34.6K(蝯)2撠餈賣?鈭?,雿?抒?,?∩犖?瑚滿,?3k,11:49?,靘?1??,,,,,,,2,撠摰?撠摰?,,,,,,,,,,1,,
2023,2,6,11,1,??1????34.6,11:01,,,,,,,,11:11,10,A3,0,0,,,,,1,1,,,"??3蝝?2/06,11:01????34.6K(蝯)1閮?頠?1撠疏頠蕭???典?2蝺??????∩犖??2?祇?11:11?頠??圾銝?靘?:1??,,,,,,,2.0,閮?頠?撠疏頠?,,,,,,,,,,1
2023,6,19,8,31,??1????34.6,8:31,,,,,,,,8:41,10,A3,0.0,0.0,,1.0,,,,,,,??3蝝?6/19",08:31????34.6K(蝯)2撠餈賣?雿?抒?頠?鈭?,"?∩犖??1?祇?08:41?頠??圾銝?靘???鈭箏""",,,,,,,2,撠摰?撠摰?,,,,,,,,,,1,,,,,,
2023,4,30,10,46,??1????34.6,10:46,,,,,,,,10:53,7,A3,0,0,,,,,,1,,,"??3蝝?4/30,10:46????34.6K(蝯)3撠?餈賣?雿憭?鈭?,?∩犖?,?3K,10:53?,靘?:1??,,,,,,,3.0,撠摰?撠摰?""",撠摰?,,,,,,,,,1,,,,,,,,,,,,,,,,
2023,6,11,16,44,??1????34.6,16:44,,,,,,,,16:57,13,A3,0,0,,,,,1,,,,"??2蝝?6/11,16:44????34.6K(蝯)雿銝剖?蝺?撠恥頠蕭?????∩犖?瑚滿,?2K,16:57?,靘?????,,,,,,,5.0,撠摰?撠摰?撠摰?撠摰?撠摰?,,,,,,,1
2023,9,10,18,44,??1????34.6,18:44,,,,,,,,18:51,7,A3,0.0,0.0,,,,,1.0,,,,??2蝝?9/10",18:44????34.6K(蝯)2憭批恥頠蕭???其葉憭?頠?鈭?,"?∩犖??2?祇?18:51?頠??圾銝?靘?""",,,,,,,2,憭批恥頠?憭批恥頠?,,,,,,,,,,1,,,,,,
2023,6,18,16,47,??1????34.6,16:47,,,,,,,,16:58,11,A3,0,0,,,,,1,1,,,"??3蝝?6/18,16:47????34.6K(蝯)雿憭?蝺?憭扯疏+2撠恥頠蕭?????∩犖?瑚滿,?1K,16:58?,靘?????,,,,,,,3.0,撠摰?撠摰?憭扯疏頠?,,,,,,,,,1
2023,6,18,16,47,??1????34.6,16:47,,,,,,,,16:58,11,A3,0.0,0.0,,,,,1.0,1.0,,,??3蝝?6/18",16:47????34.6K(蝯)雿憭?蝺?憭扯疏+2撠恥頠蕭?????∩犖?瑚滿,?1K,16:58?,靘?????,,,,,,,3,撠摰?撠摰?憭扯疏頠?,,,,,,,,,1,,,,,
2023,5,27,9,40,??1????34.6,09:40,,,,,,,,09:51,11,A3,0,0,,,,,1,,,,"??3蝝?5/27,09:40????34.6K(蝯)1撠+1閮?頠蕭???其葉憭?頠?鈭?,?∩犖??∪???9:51?,靘?:1??,,,,,,,2.0,撠摰?閮?頠?,,,,,,,,,,1
2023,2,12,20,27,??1????34.6,20:27,,,,,,,,20:31,4,A3,0.0,0.0,,,,,1.0,,,,??3蝝?2/12",20:27????34.6K(蝯)雿銝剖?蝺?撠恥頠蕭?????∩犖?瑚滿,?2K,20:31?,靘?????,,,,,,,2,撠摰?撠摰?,,,,,,,,,,1,,,,
